Status,OID,Name,Agency Representative,Abbreviation,Aliases,Operating Location,Expected Launch Date,Expected Mission End Date,Transmitting Frequency Bands,Special Request,Simulator,Family,Protocols,Other Protocols,Description,More Info,Requestor Contact,Requestor Organization,Notes,References,Created By,Creation date,Updated By,Update date
Assigned,1.3.112.4.7.1255,INMARSAT-6F2,Sylvain Teodomante  [Centre National d'Etudes Spatiales],INMARSAT-6F2,[],Near Earth,2021-01-01,,,Several links with the same SCId for all links.,False,CCSDS Standard,[],[],,,1.3.112.4.2.11,1.3.112.4.1.8,Geostationary telecommunications satellite.,[],1.3.112.4.2.11,2018-02-09 17:58:08.258698+00:00,1.3.112.4.2.3,2021-09-08 19:44:34.546588+00:00
Assigned,1.3.112.4.7.966,"ROCSAT3,FI5",Mr. Shan-Kuo Yang  [National Space Organization],ROCSAT3FI5,[],,2005,,TC: 2039.5 MHz;TLM: 2215 MHz;,,False,CCSDS Standard,[],[],,,1.3.112.4.2.107,1.3.112.4.1.46,,[],1.3.112.4.2.107,2017-05-30 13:42:37+00:00,1.3.112.4.2.2,2021-05-14 17:58:22.116626+00:00
Assigned,1.3.112.4.7.1256,KOMPSAT-7,Dr. Eunsup Sim  [Korea Aerospace Research Institute],KOrea Multi Purpose SATellite 7,['KOMPSAT-7'],Near Earth,2021,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.47,1.3.112.4.1.43,,[],1.3.112.4.2.47,2018-02-22 23:55:03.578814+00:00,,2021-05-14 17:58:26.586776+00:00
Assigned,1.3.112.4.7.1353,PSLV C49 OP,Mr Umang M Parikh  [Indian Space Research Organization],PSLV-C49-OP,['C49 OP'],Near Earth,2020-01-30,,,,False,CCSDS Standard,[],[],Orbital Platform experiment for spent stage of PSLV C49 launcher.,,1.3.112.4.2.45,1.3.112.4.1.41,CCSDS ID required only for TC channel.,[],1.3.112.4.2.45,2019-11-18 03:52:28.169386+00:00,,2021-05-14 17:58:27.952533+00:00
Assigned,1.3.112.4.7.1,ASTRO-SPAS,G.F. Block  [ESA European Space Research and Technology Centre],ASTRO-SPAS,[],,1992-09,,TC: 2048.85 MHz (E-S);TLM: 2225 MHz (S-E);,,False,CCSDS Standard,[],[],,,1.3.112.4.2.119,1.3.112.4.1.12,,[],1.3.112.4.2.119,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:08.314121+00:00
Assigned,1.3.112.4.7.2,ASTRO-SPAS Sim.,G.F. Block  [ESA European Space Research and Technology Centre],ASTRO-SPAS-Sim,[],,1992-09,,TC: TC;TLM: TLM;TC: 2048.85 MHz (E-S);TLM: 2225 MHz (S-E);,,True,CCSDS Standard,[],[],,,1.3.112.4.2.119,1.3.112.4.1.12,,[],1.3.112.4.2.119,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:08.329798+00:00
Assigned,1.3.112.4.7.1446,HERA,Dr Harald Ernst  [European Space Agency],HERA,[],Deep Space,08102024,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.39,1.3.112.4.1.12,,[],1.3.112.4.2.39,2021-03-08 10:33:57.513678+00:00,,2021-05-14 17:58:29.279789+00:00
Assigned,1.3.112.4.7.4,ERS-2 Simulator,Hans K. Uhrig  [European Space Agency],ERS-2-Simulator,[],,,,"TLM: 1S-Band (Housekeeping),1X-Band (IDHT Low Rate), 1X-Band (IDHT High Rate);",,True,CCSDS Standard,[],[],,,1.3.112.4.2.61,1.3.112.4.1.12,,[],1.3.112.4.2.61,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:08.360847+00:00
Assigned,1.3.112.4.7.5,AXAF-1,Joseph Deskevich  [National Aeronautics and Space Administration],AXAF-1,[],,,,TC: 2071.875 MHz;,,False,CCSDS Standard,[],[],,,1.3.112.4.2.62,1.3.112.4.1.19,,[],1.3.112.4.2.62,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:08.376163+00:00
Assigned,1.3.112.4.7.6,CHANDRA,Roger D. Porter  [NASA Goddard Space Flight Center],CHANDRA,[],,,,TC: 2071.875 MHz;,,False,CCSDS Standard,[],[],"Formerly, Advance X-Ray Astrophysics Facility Imaging (AXAF)",http://chandra.harvard.edu/,1.3.112.4.2.63,1.3.112.4.1.19,,[],1.3.112.4.2.63,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:08.389325+00:00
Assigned,1.3.112.4.7.7,KOMPSAT-1,Dr. Eunsup Sim  [Korea Aerospace Research Institute],KOMPSAT-1,[],,,,TC: 2077.4 MHz;,,False,CCSDS Standard,[],[],Korea Multi-purpose Satellite,,1.3.112.4.2.47,1.3.112.4.1.43,,[],1.3.112.4.2.47,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:08.407640+00:00
Assigned,1.3.112.4.7.8,FUSE,Joseph Deskevich  [National Aeronautics and Space Administration],FUSE,[],,,,TC: 2070.95 MHz;,,False,CCSDS Standard,[],[],Far Ultraviolet Spectroscopic Explorer,http://heasarc.gsfc.nasa.gov/W3Browse/all/fuselog.html,1.3.112.4.2.62,1.3.112.4.1.19.1,,[],1.3.112.4.2.62,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:08.421316+00:00
Assigned,1.3.112.4.7.11,METOP2,Hans K. Uhrig  [European Space Agency],METOP2,[],,,,TC: S-Band;TLM: S-Band;,,False,CCSDS Standard,[],[],Meteorological Operational Satellite 2,http://www.esa.int/esaLP/LPmetop.html,1.3.112.4.2.61,1.3.112.4.1.12,,[],1.3.112.4.2.61,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:08.462337+00:00
Assigned,1.3.112.4.7.12,METOP3,Hans K. Uhrig  [European Space Agency],METOP3,[],,,,TC: S-Band;TLM: S-Band;,,False,CCSDS Standard,[],[],Meteorological Operational Satellite 3,http://www.esa.int/esaLP/LPmetop.html,1.3.112.4.2.61,1.3.112.4.1.12,,[],1.3.112.4.2.61,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:08.475894+00:00
Assigned,1.3.112.4.7.14,EUTELSAT-F1(S-),Hans K. Uhrig  [European Space Agency],EUTELSAT-F1S-,[],,,,TC: S-Band;TLM: S-Band;,,False,CCSDS Standard,[],[],,,1.3.112.4.2.61,1.3.112.4.1.12,,[],1.3.112.4.2.61,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:08.502228+00:00
Assigned,1.3.112.4.7.15,EUTELSAT-F1(Ku),Hans K. Uhrig  [European Space Agency],EUTELSAT-F1Ku,[],,,,TLM: Ku-Band;,,False,CCSDS Standard,[],[],,,1.3.112.4.2.61,1.3.112.4.1.12,,[],1.3.112.4.2.61,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:08.515475+00:00
Assigned,1.3.112.4.7.16,EUTELSAT-F2(S-),Hans K. Uhrig  [European Space Agency],EUTELSAT-F2S-,[],,,,TC: S-Band;TLM: S-Band;,,False,CCSDS Standard,[],[],,,1.3.112.4.2.61,1.3.112.4.1.12,,[],1.3.112.4.2.61,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:08.530290+00:00
Assigned,1.3.112.4.7.17,EUTELSAT-F2(Ku),Hans K. Uhrig  [European Space Agency],EUTELSAT-F2Ku,[],,,,TLM: Ku-Band;,,False,CCSDS Standard,[],[],,,1.3.112.4.2.61,1.3.112.4.1.12,,[],1.3.112.4.2.61,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:08.543003+00:00
Assigned,1.3.112.4.7.18,DE-2,J. L. Green  [NASA George C. Marshall Space Flight Center],DE-2,[],,,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.64,1.3.112.4.1.19.3,,[],1.3.112.4.2.64,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:08.556299+00:00
Assigned,1.3.112.4.7.19,EUTELSAT-F3(S-),Hans K. Uhrig  [European Space Agency],EUTELSAT-F3S-,[],,,,TC: S-Band;TLM: S-Band;,,False,CCSDS Standard,[],[],,,1.3.112.4.2.61,1.3.112.4.1.12,,[],1.3.112.4.2.61,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:08.569126+00:00
Assigned,1.3.112.4.7.20,EUTELSAT-F3(Ku),Hans K. Uhrig  [European Space Agency],EUTELSAT-F3Ku,[],,,,TLM: Ku-Band;,,False,CCSDS Standard,[],[],,,1.3.112.4.2.61,1.3.112.4.1.12,,[],1.3.112.4.2.61,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:08.582269+00:00
Assigned,1.3.112.4.7.21,SOHO,Hans K. Uhrig  [European Space Agency],SOHO,[],,1995-07,,TLM: 2245  MHz;,,False,CCSDS Standard,[],[],SOHO International Solar Terrestrial Physics Program (ISTP/COSTR),http://sohowww.nascom.nasa.gov/,1.3.112.4.2.61,1.3.112.4.1.12,,[],1.3.112.4.2.61,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:08.595303+00:00
Assigned,1.3.112.4.7.22,SOHO-Simulator,Hans K. Uhrig  [European Space Agency],SOHO-Simulator,[],,1995-07,,TLM: 2245  MHz;,,True,CCSDS Standard,[],[],,,1.3.112.4.2.61,1.3.112.4.1.12,,[],1.3.112.4.2.61,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:08.609729+00:00
Assigned,1.3.112.4.7.23,Space Station Freedom,James N. Scott  [NASA Goddard Space Flight Center],Space-Station-Freedom,[],,,,TC: TBD;TLM: TBD;,,False,CCSDS Standard,[],[],,,1.3.112.4.2.65,1.3.112.4.1.19.1,,[],1.3.112.4.2.65,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:08.622449+00:00
Assigned,1.3.112.4.7.24,EUTELSAT-SIM(Ku),Hans K. Uhrig  [European Space Agency],EUTELSAT-SIMKu,[],,,,TLM: Ku-Band;,,True,CCSDS Standard,[],[],,,1.3.112.4.2.61,1.3.112.4.1.12,,[],1.3.112.4.2.61,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:08.633762+00:00
Assigned,1.3.112.4.7.25,SESAT-F1,Hans K. Uhrig  [European Space Agency],SESAT-F1,[],,,,TC: Ku-Band;TLM: Ku-Band;,,False,CCSDS Standard,[],[],Siberian-European Satellite (telecommunications satellite),http://www.intersputnik.com/,1.3.112.4.2.61,1.3.112.4.1.12,,[],1.3.112.4.2.61,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:08.644913+00:00
Assigned,1.3.112.4.7.26,SESAT-SIM,Hans K. Uhrig  [European Space Agency],SESAT-SIM,[],,,,TC: Ku-Band;TLM: Ku-Band;,,True,CCSDS Standard,[],[],,,1.3.112.4.2.61,1.3.112.4.1.12,,[],1.3.112.4.2.61,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:08.656936+00:00
Assigned,1.3.112.4.7.27,ARIANE 5,R. Simo-Pons  [Centre National d'Etudes Spatiales],ARIANE-5,[],,,,"TLM: 2203 MHz, 2206.5 MHz, 2218 MHz, 2227 MHz, 2254.5 MHz, 2265.5 MHz, 2284 MHz;",,False,CCSDS Standard,[],[],,http://www.cnes.fr/html/_112_311_.php,1.3.112.4.2.66,1.3.112.4.1.8,,[],1.3.112.4.2.66,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:08.669829+00:00
Assigned,1.3.112.4.7.28,HOTBIRD-5,Hans K. Uhrig  [European Space Agency],HOTBIRD-5,[],,,,,,False,CCSDS Standard,[],[],Telecommunications Satellite,,1.3.112.4.2.61,1.3.112.4.1.12,,[],1.3.112.4.2.61,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:08.683293+00:00
Assigned,1.3.112.4.7.29,NASA ISPM,T.L. Thornton  [NASA Jet Propulsion Laboratory],NASA-ISPM,[],,,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.67,1.3.112.4.1.19.2,,[],1.3.112.4.2.67,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:08.696668+00:00
Assigned,1.3.112.4.7.30,STARDUST,Joseph Deskevich  [National Aeronautics and Space Administration],STARDUST,[],,,,TC: 7175.027006 MHz;TLM: 8429.938271 MHz;,,False,CCSDS Standard,[],[],Stardust (Discovery Program 4),http://discovery.nasa.gov/stardust.html,1.3.112.4.2.62,1.3.112.4.1.19.1,,[],1.3.112.4.2.62,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:08.710082+00:00
Assigned,1.3.112.4.7.31,DS-1 Flight,Joseph Deskevich  [National Aeronautics and Space Administration],DS-1-Flight,[],,,,"TC: 7168.0 MHz;TLM: 8421.8 MHz, 32155.9 MHz;",,False,CCSDS Standard,[],[],Deep Space 1 (New Millennium Program),http://stardust.jpl.nasa.gov/comets/ds1.html,1.3.112.4.2.62,1.3.112.4.1.19.1,,[],1.3.112.4.2.62,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:08.723673+00:00
Assigned,1.3.112.4.7.32,TRANSMED SCIENTIFIC BALLOON,Orazio Cosentino  [Agenzia Spaziale Italiana],TRANSMED-SCIENTIFIC-BALLOON,[],,,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.68,1.3.112.4.1.5,,[],1.3.112.4.2.68,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:08.737049+00:00
Assigned,1.3.112.4.7.33,EOS-CHEM,Badri Younes  [NASA Goddard Space Flight Center],EOS-CHEM,[],,,,"TC: 2106.40625 MHz;TLM: 2287.5 MHz, X Band 8160 MHz;",,False,CCSDS Standard,[],[],,,1.3.112.4.2.69,1.3.112.4.1.19.1,,[],1.3.112.4.2.69,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:08.751046+00:00
Assigned,1.3.112.4.7.34,ATV-1,Nicolas Bobrinsky  [European Space Agency],ATV-1,[],Near Earth,2003,,"TC: S-Band: 2287.50 MHz, 2205.00 MHz;TLM: S-Band: 2287.50 MHz, 2205.00 MHz;",,False,CCSDS Standard,[],[],Automated Transfer Vehicle 1,http://www.esa.int/SPECIALS/ATV/,1.3.112.4.2.70,1.3.112.4.1.12,,[],1.3.112.4.2.70,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:08.763520+00:00
Assigned,1.3.112.4.7.35,GALEX,Badri Younes  [NASA Goddard Space Flight Center],GALEX,[],,,,"TC: 2039.65 MHz;TLM: 2215.0 MHz, 8475.0 MHz;",,False,CCSDS Standard,[],[],Galaxy Evolution Explorer,http://www.galex.caltech.edu/,1.3.112.4.2.69,1.3.112.4.1.19.1,,[],1.3.112.4.2.69,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:08.775972+00:00
Assigned,1.3.112.4.7.36,ATV-2,Nicolas Bobrinsky  [European Space Agency],ATV-2,[],Near Earth,2003,,"TC: 2287.50 MHz, 2205.00 MHz;TLM: 2287.50 MHz, 2205.00 MHz;",,False,CCSDS Standard,[],[],Automated Transfer Vehicle 2,,1.3.112.4.2.70,1.3.112.4.1.12,,[],1.3.112.4.2.70,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:08.788464+00:00
Assigned,1.3.112.4.7.37,MSP 01-Orbiter Simulator,Badri Younes  [NASA Goddard Space Flight Center],MSP-01-Orbiter-Simulator,[],,2001,,"TC: 7.1808063 GHz (6 MHz BW);TLM: 8.436728395 GHz (3 MHz BW),;",,True,CCSDS Standard,[],[],,,1.3.112.4.2.69,1.3.112.4.1.19.1,,[],1.3.112.4.2.69,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:08.801353+00:00
Assigned,1.3.112.4.7.38,TRIANA,Nicole Dretar (for Badri Younes)  [NASA Goddard Space Flight Center],TRIANA,[],,,,TC: 2090.66 MHz;TLM: 2270.40 MHz;,,False,CCSDS Standard,[],[],,,1.3.112.4.2.112,1.3.112.4.1.19.1,,[],1.3.112.4.2.112,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:08.814051+00:00
Assigned,1.3.112.4.7.39,ATV-3,Nicolas Bobrinsky  [European Space Agency],ATV-3,[],Near Earth,2003,,"TC: 2287.50 MHz, 2205.00 MHz;TLM: 2287.50 MHz, 2205.00 MHz;",,False,CCSDS Standard,[],[],Automated Transfer Vehicle 3,http://www.estec.esa.nl/spaceflight/atvdescr.htm,1.3.112.4.2.70,1.3.112.4.1.12,,[],1.3.112.4.2.70,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:08.827146+00:00
Assigned,1.3.112.4.7.40,GRACE-A,Badri Younes  [NASA Goddard Space Flight Center],GRACE-A,[],,,,TC: 2051.0 MHz;TLM: 2211.0 MHz;,,False,CCSDS Standard,[],[],Gravity Recovery and Climate Experiment (Earth System Science Pathfinder),http://www.dlr.de/rd/fachprog/eo/grace,1.3.112.4.2.69,1.3.112.4.1.19.1,,[],1.3.112.4.2.69,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:08.839986+00:00
Assigned,1.3.112.4.7.41,GRACE-B,Badri Younes  [NASA Goddard Space Flight Center],GRACE-B,[],,,,TC: 2073.5 MHz;TLM: 2260.8 MHz;,,False,CCSDS Standard,[],[],Gravity Recovery and Climate Experiment (Earth System Science Pathfinder),http://www.dlr.de/rd/fachprog/eo/grace,1.3.112.4.2.69,1.3.112.4.1.19.1,,[],1.3.112.4.2.69,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:08.853769+00:00
Assigned,1.3.112.4.7.42,Nimbus 7,F. Akers  [NASA Goddard Space Flight Center],Nimbus-7,[],,,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.71,1.3.112.4.1.19.1,,[],1.3.112.4.2.71,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:08.870105+00:00
Assigned,1.3.112.4.7.43,NILESAT-1,Erhard Jabs  [European Space Agency],NILESAT-1,[],,,,,,False,CCSDS Standard,[],[],Telecommunications Satellite,http://www.nilesat.com.eg/satnile102.htm,1.3.112.4.2.72,1.3.112.4.1.12,,[],1.3.112.4.2.72,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:08.886559+00:00
Assigned,1.3.112.4.7.44,CARIBSTAR,Erhard Jabs  [European Space Agency],CARIBSTAR,[],,,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.72,1.3.112.4.1.12,,[],1.3.112.4.2.72,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:08.899522+00:00
Assigned,1.3.112.4.7.45,ASIASTAR,Erhard Jabs  [European Space Agency],ASIASTAR,[],,,,,,False,CCSDS Standard,[],[],Telecommunications Satellite,http://www.worldspaceradios.co.uk/asiastar.html,1.3.112.4.2.72,1.3.112.4.1.12,,[],1.3.112.4.2.72,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:08.913561+00:00
Assigned,1.3.112.4.7.46,AFRISTAR,Erhard Jabs  [European Space Agency],AFRISTAR,[],,,,,,False,CCSDS Standard,[],[],Telecommunications Satellite,,1.3.112.4.2.72,1.3.112.4.1.12,,[],1.3.112.4.2.72,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:08.926462+00:00
Assigned,1.3.112.4.7.47,ST-1,Erhard Jabs  [European Space Agency],ST-1,[],,,,,,False,CCSDS Standard,[],[],SingTel/Chunghwa Telecom,,1.3.112.4.2.72,1.3.112.4.1.12,,[],1.3.112.4.2.72,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:08.939309+00:00
Assigned,1.3.112.4.7.48,ASTRA 2B,Erhard Jabs  [European Space Agency],ASTRA-2B,[],,,,,,False,CCSDS Standard,[],[],Telecommunications Satellite,http://www.ses-astra.com/satellites/fleet/satellites.php?sat=13,1.3.112.4.2.72,1.3.112.4.1.12,,[],1.3.112.4.2.72,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:08.953346+00:00
Assigned,1.3.112.4.7.49,EURECA,G.F. Block  [ESA European Space Research and Technology Centre],EURECA,[],,,,,,False,CCSDS Standard,[],[],European Retrieval Carrier satellite,http://esapub.esrin.esa.it/bulletin/bullet80/ace80.htm,1.3.112.4.2.60,1.3.112.4.1.12,,[],1.3.112.4.2.60,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:08.967125+00:00
Assigned,1.3.112.4.7.50,NPOESS C5,Roger D. Porter  [NASA Goddard Space Flight Center],NPOESS-C5,[],Near Earth,,,TC: 2287.5 MHz;,,False,CCSDS Standard,[],[],NOAA Polar Operational Environmental Satellites (POES),http://www.ipo.noaa.gov/index.html,1.3.112.4.2.63,1.3.112.4.1.19.1,,[],1.3.112.4.2.63,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:08.980438+00:00
Assigned,1.3.112.4.7.51,MUSES-C,Takahiro Yamada  [JAXA-ISAS],MUSES-C,[],,2002 2003,,TC: X-Band 7156.53 MHz;,,False,CCSDS Standard,[],[],Sample return mission to asteroid Nereus,http://www.muses-c.isas.ac.jp/,1.3.112.4.2.73,1.3.112.4.1.14.1,,[],1.3.112.4.2.73,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:08.993005+00:00
Assigned,1.3.112.4.7.52,GENESIS Flight,Badri Younes  [NASA Goddard Space Flight Center],GENESIS-Flight,[],,,,TC: 2.04977500 GHz;TLM: 2.22600000 GHz;,,False,CCSDS Standard,[],[],(formerly Suess-Urey),http://genesismission.jpl.nasa.gov/,1.3.112.4.2.69,1.3.112.4.1.19.1,,[],1.3.112.4.2.69,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:09.006738+00:00
Assigned,1.3.112.4.7.53,ATV-4,Nicolas Bobrinsky  [European Space Agency],ATV-4,[],Near Earth,2003,,"TC: 2287.50 MHz, 2205.00 MHz;TLM: 2287.50 MHz, 2205.00 MHz;",,False,CCSDS Standard,[],[],Automated Transfer Vehicle 4,,1.3.112.4.2.70,1.3.112.4.1.12,,[],1.3.112.4.2.70,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:09.020337+00:00
Assigned,1.3.112.4.7.54,ATV-5,Nicolas Bobrinsky  [European Space Agency],ATV-5,[],Near Earth,2003,,"TC: 2287.50 MHz, 2205.00 MHz;TLM: 2287.50 MHz, 2205.00 MHz;",,False,CCSDS Standard,[],[],Automated Transfer Vehicle 5,http://www.esa.int/SPECIALS/ATV/,1.3.112.4.2.70,1.3.112.4.1.12,,[],1.3.112.4.2.70,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:09.032153+00:00
Assigned,1.3.112.4.7.55,ATV-6,Nicolas Bobrinsky  [European Space Agency],ATV-6,[],Near Earth,2003,,"TC: 2287.50 MHz, 2205.0 MHz;TLM: 2287.50 MHz, 2205.0 MHz;",,False,CCSDS Standard,[],[],Automated Transfer Vehicle 6,,1.3.112.4.2.70,1.3.112.4.1.12,,[],1.3.112.4.2.70,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:09.046916+00:00
Assigned,1.3.112.4.7.56,ATV-6 Duplicate,Nicolas Bobrinsky  [European Space Agency],ATV-6-Duplicate,[],Near Earth,2003,,"TC: 2287.5 MHz, 2205 MHz;TLM: 2287.5 MHz, 2205 MHz;",,False,CCSDS Standard,[],[],,,1.3.112.4.2.70,1.3.112.4.1.12,,[],1.3.112.4.2.70,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:09.060265+00:00
Assigned,1.3.112.4.7.57,FEDSAT,Mr Richard C. Jacobsen  [Commonwealth Scientific and Industrial Research Organization],FEDSAT,[],Near Earth,2000-11-01,,"TC: 400.4 MHz, 2205 MHz, 20.13 GHz;TLM: 400.4 MHz, 2205 MHz, 20.13 GHz;",,False,CCSDS Standard,[],[],Federation Satellite One,http://services.eng.uts.edu.au/~samr/AjThoms/crcss/fedsat.htm,1.3.112.4.2.34,1.3.112.4.1.34,,[],1.3.112.4.2.34,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:09.072846+00:00
Assigned,1.3.112.4.7.58,MESURpathfinder Flight,James N. Scott  [NASA Goddard Space Flight Center],MESURpathfinder-Flight,[],Deep Space,,,TC: 8400-8450 MHz;TLM: 8400-8450 MHz;,,False,CCSDS Standard,[],[],,,1.3.112.4.2.65,1.3.112.4.1.19.1,,[],1.3.112.4.2.65,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:09.085428+00:00
Assigned,1.3.112.4.7.59,MSP 01-Orbiter Flight,Badri Younes  [NASA Goddard Space Flight Center],MSP-01-Orbiter-Flight,[],,2001,,"TC: 7.1808063 GHz (6 MHz BW);TLM: 8.436728395 GHz (3 MHz BW),;",,False,CCSDS Standard,[],[],,,1.3.112.4.2.69,1.3.112.4.1.19.1,,[],1.3.112.4.2.69,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:09.098710+00:00
Assigned,1.3.112.4.7.60,GENESIS Simulator,Badri Younes  [NASA Goddard Space Flight Center],GENESIS-Simulator,[],,,,TC: 2.04977500 GHz;TLM: 2.22600000 GHz;,,True,CCSDS Standard,[],[],,,1.3.112.4.2.69,1.3.112.4.1.19.1,,[],1.3.112.4.2.69,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:09.112257+00:00
Assigned,1.3.112.4.7.61,SpaceIL,Mr Hezi Naor  [Ministry of Communications],SpaceIL,[],,2017-12-01,,TC: 2099.5;TLM: 2280;,Requested specific SCID V1036,False,CCSDS Standard,[],[],,,1.3.112.4.2.120,1.3.112.4.1.79,,[],1.3.112.4.2.120,2017-05-30 13:42:37+00:00,,2021-05-14 17:58:09.127841+00:00
Assigned,1.3.112.4.7.62,MARS-EXP-ORB,Nicolas Bobrinsky  [European Space Agency],MARS-EXP-ORB,[],,2003-06,,"TC: 2115.0177 MHz, 7168.0918 MHz;TLM: 2296,8519 MHz, 8421.7901 MHz;",,False,CCSDS Standard,[],[],,http://www.esa.int/SPECIALS/Mars_Express/,1.3.112.4.2.70,1.3.112.4.1.12,,[],1.3.112.4.2.70,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:09.141700+00:00
Assigned,1.3.112.4.7.63,BEAGLE-2,Nicolas Bobrinsky  [European Space Agency],BEAGLE-2,[],,2003-06,,TC: 401.585625 MHz;TLM: 437.100000 MHz;,,False,CCSDS Standard,[],[],Mars Exobiology Lander,,1.3.112.4.2.70,1.3.112.4.1.12,,[],1.3.112.4.2.70,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:09.155093+00:00
Assigned,1.3.112.4.7.64,SLATS,Mr. Tsutomu Shigeta  [Japan Aerospace Exploration Agency],SLATS,[],,2013,,TC: 2084.40 MHz;,,False,CCSDS Standard,[],[],,,1.3.112.4.2.16,1.3.112.4.1.14,,[],1.3.112.4.2.16,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:09.168832+00:00
Assigned,1.3.112.4.7.65,NEMO-A,Badri Younes  [NASA Goddard Space Flight Center],NEMO-A,[],,,,TC: 2074.18 MHz;TLM: 8190.0 MHz (primary) and 2252.5 MHz (demonstration purposes only);,,False,CCSDS Standard,[],[],,,1.3.112.4.2.69,1.3.112.4.1.19.1,,[],1.3.112.4.2.69,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:09.181690+00:00
Assigned,1.3.112.4.7.66,Space Telescope,G.M. Levin  [NASA Goddard Space Flight Center],Space-Telescope,[],,,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.74,1.3.112.4.1.19.1,,[],1.3.112.4.2.74,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:09.196697+00:00
Assigned,1.3.112.4.7.67,MSL98 (SIM),Joseph Deskevich  [National Aeronautics and Space Administration],MSL98-SIM,[],,,,"TC: 7175.027005 MHz;TLM: 8429.938271 MHz, 8427.222 MHz (noncoherent);",,True,CCSDS Standard,[],[],,,1.3.112.4.2.62,1.3.112.4.1.19,,[],1.3.112.4.2.62,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:09.210128+00:00
